gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season
22300597,2024-01-20,regular,1610612763,MEM,CHI,MEM,48.0,96.0,32.0,75.0,42.7,13.0,42.0,31.0,19.0,23.0,82.6,3.0,29.0,32.0,28.0,16.0,6.0,4.0,13.0,-29.0,0.0,2024
22300598,2024-01-20,regular,1610612745,HOU,HOU,UTA,53.0,127.0,50.0,117.0,42.7,13.0,39.0,33.3,14.0,22.0,63.6,23.0,33.0,56.0,27.0,7.0,11.0,10.0,22.0,1.0,1.0,2024
22300598,2024-01-20,regular,1610612762,UTA,HOU,UTA,53.0,126.0,48.0,105.0,45.7,13.0,43.0,30.2,17.0,22.0,77.3,16.0,43.0,59.0,28.0,17.0,4.0,8.0,24.0,-1.0,0.0,2024
22300599,2024-01-20,regular,1610612750,MIN,MIN,OKC,48.0,97.0,31.0,75.0,41.3,14.0,37.0,37.8,21.0,29.0,72.4,9.0,41.0,50.0,22.0,21.0,4.0,7.0,26.0,-5.0,0.0,2024
22300599,2024-01-20,regular,1610612760,OKC,MIN,OKC,48.0,102.0,32.0,81.0,39.5,8.0,24.0,33.3,30.0,35.0,85.7,9.0,28.0,37.0,21.0,8.0,12.0,4.0,20.0,5.0,1.0,2024
22300600,2024-01-21,regular,1610612751,BKN,LAC,BKN,48.0,114.0,44.0,90.0,48.9,14.0,39.0,35.9,12.0,16.0,75.0,6.0,30.0,36.0,29.0,13.0,6.0,5.0,21.0,-11.0,0.0,2024
22300600,2024-01-21,regular,1610612746,LAC,LAC,BKN,48.0,125.0,42.0,83.0,50.6,13.0,26.0,50.0,28.0,33.0,84.8,8.0,37.0,45.0,26.0,11.0,6.0,5.0,18.0,11.0,1.0,2024
22300601,2024-01-21,regular,1610612748,MIA,ORL,MIA,48.0,87.0,30.0,80.0,37.5,12.0,37.0,32.4,15.0,18.0,83.3,12.0,24.0,36.0,22.0,18.0,9.0,1.0,22.0,-18.0,0.0,2024
22300601,2024-01-21,regular,1610612753,ORL,ORL,MIA,48.0,105.0,37.0,78.0,47.4,9.0,28.0,32.1,22.0,28.0,78.6,12.0,32.0,44.0,21.0,14.0,5.0,5.0,16.0,18.0,1.0,2024
22300602,2024-01-21,regular,1610612743,DEN,WAS,DEN,48.0,113.0,43.0,88.0,48.9,8.0,22.0,36.4,19.0,28.0,67.9,13.0,37.0,50.0,29.0,14.0,9.0,11.0,16.0,9.0,1.0,2024
22300602,2024-01-21,regular,1610612764,WAS,WAS,DEN,48.0,104.0,39.0,91.0,42.9,8.0,27.0,29.6,18.0,22.0,81.8,12.0,28.0,40.0,31.0,13.0,6.0,9.0,23.0,-9.0,0.0,2024
22300603,2024-01-21,regular,1610612738,BOS,HOU,BOS,48.0,116.0,43.0,98.0,43.9,17.0,47.0,36.2,13.0,18.0,72.2,16.0,39.0,55.0,31.0,16.0,10.0,12.0,17.0,9.0,1.0,2024
22300603,2024-01-21,regular,1610612745,HOU,HOU,BOS,48.0,107.0,41.0,94.0,43.6,10.0,35.0,28.6,15.0,22.0,68.2,11.0,38.0,49.0,26.0,15.0,9.0,3.0,17.0,-9.0,0.0,2024
22300604,2024-01-21,regular,1610612754,IND,PHX,IND,48.0,110.0,41.0,94.0,43.6,14.0,31.0,45.2,14.0,23.0,60.9,14.0,26.0,40.0,28.0,11.0,9.0,4.0,20.0,-7.0,0.0,2024
22300604,2024-01-21,regular,1610612756,PHX,PHX,IND,48.0,117.0,47.0,82.0,57.3,8.0,25.0,32.0,15.0,18.0,83.3,6.0,38.0,44.0,25.0,17.0,7.0,5.0,24.0,7.0,1.0,2024
22300605,2024-01-21,regular,1610612747,LAL,LAL,POR,48.0,134.0,47.0,86.0,54.7,13.0,33.0,39.4,27.0,29.0,93.1,10.0,35.0,45.0,28.0,14.0,9.0,6.0,18.0,24.0,1.0,2024
22300605,2024-01-21,regular,1610612757,POR,LAL,POR,48.0,110.0,42.0,90.0,46.7,9.0,29.0,31.0,17.0,20.0,85.0,10.0,25.0,35.0,24.0,14.0,7.0,5.0,21.0,-24.0,0.0,2024
22300606,2024-01-22,regular,1610612765,DET,DET,MIL,48.0,113.0,40.0,89.0,44.9,10.0,30.0,33.3,23.0,29.0,79.3,6.0,36.0,42.0,25.0,10.0,4.0,9.0,25.0,-9.0,0.0,2024
22300606,2024-01-22,regular,1610612749,MIL,DET,MIL,48.0,122.0,42.0,94.0,44.7,10.0,39.0,25.6,28.0,34.0,82.4,10.0,39.0,49.0,26.0,9.0,7.0,8.0,22.0,9.0,1.0,2024
22300607,2024-01-22,regular,1610612739,CLE,ORL,CLE,48.0,126.0,45.0,80.0,56.3,20.0,38.0,52.6,16.0,22.0,72.7,9.0,30.0,39.0,29.0,12.0,10.0,4.0,20.0,27.0,1.0,2024
22300607,2024-01-22,regular,1610612753,ORL,ORL,CLE,48.0,99.0,34.0,74.0,45.9,11.0,29.0,37.9,20.0,30.0,66.7,8.0,26.0,34.0,25.0,15.0,7.0,0.0,17.0,-27.0,0.0,2024
22300608,2024-01-22,regular,1610612755,PHI,PHI,SAS,48.0,133.0,48.0,97.0,49.5,5.0,20.0,25.0,32.0,40.0,80.0,19.0,29.0,48.0,28.0,4.0,5.0,3.0,20.0,10.0,1.0,2024
22300608,2024-01-22,regular,1610612759,SAS,PHI,SAS,48.0,123.0,43.0,93.0,46.2,13.0,41.0,31.7,24.0,27.0,88.9,13.0,30.0,43.0,29.0,8.0,3.0,3.0,22.0,-10.0,0.0,2024
22300609,2024-01-22,regular,1610612763,MEM,TOR,MEM,48.0,108.0,44.0,95.0,46.3,13.0,34.0,38.2,7.0,12.0,58.3,19.0,28.0,47.0,30.0,16.0,11.0,8.0,15.0,8.0,1.0,2024
22300609,2024-01-22,regular,1610612761,TOR,TOR,MEM,48.0,100.0,35.0,79.0,44.3,8.0,23.0,34.8,22.0,23.0,95.7,12.0,35.0,47.0,31.0,17.0,7.0,8.0,14.0,-8.0,0.0,2024
22300610,2024-01-22,regular,1610612766,CHA,MIN,CHA,48.0,128.0,50.0,88.0,56.8,14.0,37.0,37.8,14.0,18.0,77.8,7.0,28.0,35.0,30.0,10.0,8.0,4.0,20.0,3.0,1.0,2024
22300610,2024-01-22,regular,1610612750,MIN,MIN,CHA,48.0,125.0,44.0,84.0,52.4,18.0,41.0,43.9,19.0,25.0,76.0,6.0,30.0,36.0,34.0,13.0,4.0,1.0,15.0,-3.0,0.0,2024
22300611,2024-01-22,regular,1610612738,BOS,DAL,BOS,48.0,119.0,41.0,88.0,46.6,15.0,46.0,32.6,22.0,30.0,73.3,5.0,39.0,44.0,26.0,6.0,7.0,8.0,20.0,9.0,1.0,2024
22300611,2024-01-22,regular,1610612742,DAL,DAL,BOS,48.0,110.0,43.0,97.0,44.3,14.0,40.0,35.0,10.0,14.0,71.4,10.0,38.0,48.0,24.0,10.0,4.0,4.0,20.0,-9.0,0.0,2024
22300612,2024-01-22,regular,1610612741,CHI,PHX,CHI,48.0,113.0,45.0,93.0,48.4,14.0,37.0,37.8,9.0,14.0,64.3,14.0,33.0,47.0,25.0,10.0,6.0,4.0,18.0,-2.0,0.0,2024
22300612,2024-01-22,regular,1610612756,PHX,PHX,CHI,48.0,115.0,44.0,85.0,51.8,14.0,34.0,41.2,13.0,17.0,76.5,5.0,34.0,39.0,32.0,7.0,5.0,5.0,13.0,2.0,1.0,2024
22300613,2024-01-22,regular,1610612737,ATL,SAC,ATL,48.0,107.0,36.0,93.0,38.7,14.0,40.0,35.0,21.0,27.0,77.8,13.0,37.0,50.0,19.0,12.0,2.0,7.0,19.0,-15.0,0.0,2024
22300613,2024-01-22,regular,1610612758,SAC,SAC,ATL,48.0,122.0,43.0,93.0,46.2,12.0,38.0,31.6,24.0,27.0,88.9,10.0,41.0,51.0,22.0,9.0,8.0,2.0,21.0,15.0,1.0,2024
22300614,2024-01-23,regular,1610612743,DEN,IND,DEN,48.0,114.0,44.0,88.0,50.0,11.0,33.0,33.3,15.0,17.0,88.2,11.0,31.0,42.0,22.0,12.0,5.0,9.0,17.0,5.0,1.0,2024
22300614,2024-01-23,regular,1610612754,IND,IND,DEN,48.0,109.0,43.0,87.0,49.4,5.0,21.0,23.8,18.0,21.0,85.7,7.0,31.0,38.0,24.0,10.0,4.0,1.0,16.0,-5.0,0.0,2024
22300615,2024-01-23,regular,1610612751,BKN,BKN,NYK,48.0,103.0,42.0,95.0,44.2,15.0,42.0,35.7,4.0,5.0,80.0,13.0,27.0,40.0,29.0,13.0,7.0,5.0,19.0,-5.0,0.0,2024
22300615,2024-01-23,regular,1610612752,NYK,BKN,NYK,48.0,108.0,40.0,86.0,46.5,10.0,29.0,34.5,18.0,19.0,94.7,11.0,31.0,42.0,21.0,14.0,8.0,8.0,13.0,5.0,1.0,2024
22300616,2024-01-23,regular,1610612740,NOP,NOP,UTA,48.0,153.0,60.0,104.0,57.7,23.0,46.0,50.0,10.0,15.0,66.7,12.0,45.0,57.0,41.0,9.0,5.0,4.0,24.0,29.0,1.0,2024
22300616,2024-01-23,regular,1610612762,UTA,NOP,UTA,48.0,124.0,43.0,92.0,46.7,12.0,36.0,33.3,26.0,32.0,81.3,6.0,32.0,38.0,27.0,8.0,4.0,8.0,15.0,-29.0,0.0,2024
22300617,2024-01-23,regular,1610612760,OKC,OKC,POR,48.0,111.0,43.0,89.0,48.3,7.0,23.0,30.4,18.0,28.0,64.3,10.0,33.0,43.0,23.0,12.0,9.0,10.0,18.0,2.0,1.0,2024
22300617,2024-01-23,regular,1610612757,POR,OKC,POR,48.0,109.0,37.0,86.0,43.0,18.0,39.0,46.2,17.0,21.0,81.0,12.0,34.0,46.0,27.0,19.0,6.0,6.0,19.0,-2.0,0.0,2024
22300618,2024-01-23,regular,1610612746,LAC,LAC,LAL,48.0,127.0,52.0,88.0,59.1,14.0,27.0,51.9,9.0,12.0,75.0,6.0,30.0,36.0,33.0,15.0,8.0,5.0,17.0,11.0,1.0,2024
22300618,2024-01-23,regular,1610612747,LAL,LAC,LAL,48.0,116.0,45.0,92.0,48.9,11.0,32.0,34.4,15.0,22.0,68.2,13.0,28.0,41.0,27.0,15.0,9.0,8.0,15.0,-11.0,0.0,2024
22300619,2024-01-24,regular,1610612766,CHA,DET,CHA,48.0,106.0,38.0,87.0,43.7,15.0,38.0,39.5,15.0,19.0,78.9,9.0,39.0,48.0,27.0,11.0,5.0,5.0,22.0,-7.0,0.0,2024
22300619,2024-01-24,regular,1610612765,DET,DET,CHA,48.0,113.0,43.0,86.0,50.0,15.0,38.0,39.5,12.0,20.0,60.0,5.0,39.0,44.0,26.0,11.0,4.0,0.0,17.0,7.0,1.0,2024
22300620,2024-01-24,regular,1610612750,MIN,WAS,MIN,48.0,118.0,42.0,100.0,42.0,9.0,32.0,28.1,25.0,29.0,86.2,15.0,33.0,48.0,26.0,7.0,8.0,7.0,22.0,11.0,1.0,2024
22300620,2024-01-24,regular,1610612764,WAS,WAS,MIN,48.0,107.0,37.0,77.0,48.1,10.0,24.0,41.7,23.0,29.0,79.3,7.0,42.0,49.0,31.0,21.0,2.0,3.0,22.0,-11.0,0.0,2024
22300621,2024-01-24,regular,1610612763,MEM,MIA,MEM,48.0,105.0,36.0,80.0,45.0,17.0,36.0,47.2,16.0,19.0,84.2,7.0,37.0,44.0,30.0,18.0,8.0,6.0,19.0,9.0,1.0,2024
22300621,2024-01-24,regular,1610612748,MIA,MIA,MEM,48.0,96.0,33.0,82.0,40.2,11.0,34.0,32.4,19.0,25.0,76.0,11.0,33.0,44.0,21.0,17.0,9.0,9.0,17.0,-9.0,0.0,2024
22300622,2024-01-24,regular,1610612760,OKC,SAS,OKC,48.0,140.0,54.0,96.0,56.3,18.0,40.0,45.0,14.0,16.0,87.5,16.0,31.0,47.0,36.0,16.0,11.0,8.0,20.0,26.0,1.0,2024
22300622,2024-01-24,regular,1610612759,SAS,SAS,OKC,48.0,114.0,43.0,86.0,50.0,9.0,32.0,28.1,19.0,25.0,76.0,12.0,26.0,38.0,30.0,19.0,7.0,11.0,14.0,-26.0,0.0,2024
22300623,2024-01-24,regular,1610612745,HOU,HOU,POR,53.0,131.0,50.0,94.0,53.2,12.0,36.0,33.3,19.0,22.0,86.4,8.0,29.0,37.0,29.0,8.0,8.0,6.0,19.0,-6.0,0.0,2024
22300623,2024-01-24,regular,1610612757,POR,HOU,POR,53.0,137.0,50.0,98.0,51.0,15.0,35.0,42.9,22.0,24.0,91.7,13.0,35.0,48.0,31.0,12.0,6.0,4.0,18.0,6.0,1.0,2024
22300624,2024-01-24,regular,1610612739,CLE,MIL,CLE,48.0,116.0,46.0,91.0,50.5,13.0,38.0,34.2,11.0,15.0,73.3,6.0,33.0,39.0,26.0,13.0,5.0,2.0,18.0,-10.0,0.0,2024
22300624,2024-01-24,regular,1610612749,MIL,MIL,CLE,48.0,126.0,45.0,90.0,50.0,11.0,29.0,37.9,25.0,28.0,89.3,10.0,36.0,46.0,24.0,12.0,9.0,3.0,16.0,10.0,1.0,2024
22300625,2024-01-24,regular,1610612742,DAL,DAL,PHX,48.0,109.0,41.0,89.0,46.1,17.0,43.0,39.5,10.0,18.0,55.6,10.0,23.0,33.0,25.0,14.0,4.0,3.0,16.0,-23.0,0.0,2024
22300625,2024-01-24,regular,1610612756,PHX,DAL,PHX,48.0,132.0,51.0,85.0,60.0,14.0,34.0,41.2,16.0,22.0,72.7,11.0,38.0,49.0,30.0,16.0,10.0,4.0,20.0,23.0,1.0,2024
22300626,2024-01-24,regular,1610612737,ATL,GSW,ATL,48.0,112.0,39.0,94.0,41.5,14.0,43.0,32.6,20.0,26.0,76.9,13.0,32.0,45.0,30.0,11.0,7.0,2.0,16.0,-22.0,0.0,2024
22300626,2024-01-24,regular,1610612744,GSW,GSW,ATL,48.0,134.0,51.0,91.0,56.0,16.0,33.0,48.5,16.0,22.0,72.7,11.0,38.0,49.0,26.0,10.0,6.0,9.0,18.0,22.0,1.0,2024
22300627,2024-01-25,regular,1610612754,IND,IND,PHI,48.0,134.0,53.0,93.0,57.0,12.0,28.0,42.9,16.0,21.0,76.2,12.0,43.0,55.0,35.0,21.0,6.0,8.0,33.0,12.0,1.0,2024
22300627,2024-01-25,regular,1610612755,PHI,IND,PHI,48.0,122.0,42.0,87.0,48.3,7.0,29.0,24.1,31.0,43.0,72.1,6.0,25.0,31.0,24.0,12.0,13.0,6.0,20.0,-12.0,0.0,2024
22300628,2024-01-25,regular,1610612762,UTA,WAS,UTA,48.0,123.0,50.0,97.0,51.5,13.0,31.0,41.9,10.0,12.0,83.3,13.0,39.0,52.0,34.0,16.0,6.0,2.0,19.0,15.0,1.0,2024
22300628,2024-01-25,regular,1610612764,WAS,WAS,UTA,48.0,108.0,43.0,88.0,48.9,7.0,30.0,23.3,15.0,20.0,75.0,5.0,30.0,35.0,33.0,11.0,11.0,7.0,14.0,-15.0,0.0,2024
22300629,2024-01-25,regular,1610612751,BKN,BKN,MIN,48.0,94.0,35.0,77.0,45.5,10.0,33.0,30.3,14.0,16.0,87.5,5.0,27.0,32.0,22.0,15.0,7.0,3.0,15.0,-2.0,0.0,2024
22300629,2024-01-25,regular,1610612750,MIN,BKN,MIN,48.0,96.0,37.0,75.0,49.3,10.0,21.0,47.6,12.0,16.0,75.0,5.0,33.0,38.0,24.0,17.0,6.0,4.0,17.0,2.0,1.0,2024
22300630,2024-01-25,regular,1610612738,BOS,MIA,BOS,48.0,143.0,51.0,80.0,63.8,22.0,40.0,55.0,19.0,20.0,95.0,6.0,41.0,47.0,36.0,11.0,4.0,5.0,10.0,33.0,1.0,2024
22300630,2024-01-25,regular,1610612748,MIA,MIA,BOS,48.0,110.0,42.0,94.0,44.7,16.0,42.0,38.1,10.0,13.0,76.9,11.0,20.0,31.0,25.0,5.0,7.0,1.0,12.0,-33.0,0.0,2024
22300631,2024-01-25,regular,1610612743,DEN,NYK,DEN,48.0,84.0,34.0,84.0,40.5,5.0,26.0,19.2,11.0,13.0,84.6,13.0,27.0,40.0,20.0,19.0,2.0,2.0,20.0,-38.0,0.0,2024
22300631,2024-01-25,regular,1610612752,NYK,NYK,DEN,48.0,122.0,45.0,85.0,52.9,15.0,38.0,39.5,17.0,20.0,85.0,12.0,32.0,44.0,26.0,10.0,12.0,3.0,14.0,38.0,1.0,2024
22300632,2024-01-25,regular,1610612744,GSW,GSW,SAC,48.0,133.0,48.0,86.0,55.8,19.0,37.0,51.4,18.0,23.0,78.3,6.0,27.0,33.0,30.0,13.0,7.0,3.0,19.0,-1.0,0.0,2024
22300632,2024-01-25,regular,1610612758,SAC,GSW,SAC,48.0,134.0,48.0,91.0,52.7,22.0,48.0,45.8,16.0,19.0,84.2,8.0,26.0,34.0,33.0,10.0,8.0,5.0,21.0,1.0,1.0,2024
22300633,2024-01-25,regular,1610612741,CHI,LAL,CHI,48.0,132.0,47.0,88.0,53.4,12.0,37.0,32.4,26.0,29.0,89.7,12.0,27.0,39.0,27.0,17.0,7.0,6.0,18.0,-9.0,0.0,2024
22300633,2024-01-25,regular,1610612747,LAL,LAL,CHI,48.0,141.0,53.0,87.0,60.9,20.0,31.0,64.5,15.0,20.0,75.0,5.0,25.0,30.0,35.0,14.0,10.0,4.0,21.0,9.0,1.0,2024
22300634,2024-01-26,regular,1610612737,ATL,ATL,DAL,48.0,143.0,51.0,97.0,52.6,15.0,34.0,44.1,26.0,30.0,86.7,12.0,24.0,36.0,32.0,7.0,7.0,2.0,24.0,-5.0,0.0,2024
22300634,2024-01-26,regular,1610612742,DAL,ATL,DAL,48.0,148.0,51.0,85.0,60.0,19.0,35.0,54.3,27.0,32.0,84.4,6.0,31.0,37.0,28.0,13.0,3.0,5.0,25.0,5.0,1.0,2024
22300635,2024-01-26,regular,1610612766,CHA,CHA,HOU,48.0,104.0,35.0,85.0,41.2,9.0,29.0,31.0,25.0,32.0,78.1,5.0,27.0,32.0,20.0,13.0,6.0,7.0,25.0,-34.0,0.0,2024
22300635,2024-01-26,regular,1610612745,HOU,CHA,HOU,48.0,138.0,50.0,89.0,56.2,13.0,33.0,39.4,25.0,31.0,80.6,11.0,42.0,53.0,34.0,14.0,7.0,10.0,20.0,34.0,1.0,2024
22300636,2024-01-26,regular,1610612754,IND,IND,PHX,48.0,133.0,58.0,109.0,53.2,8.0,26.0,30.8,9.0,15.0,60.0,21.0,27.0,48.0,34.0,13.0,8.0,3.0,17.0,2.0,1.0,2024
22300636,2024-01-26,regular,1610612756,PHX,IND,PHX,48.0,131.0,51.0,89.0,57.3,13.0,30.0,43.3,16.0,18.0,88.9,7.0,31.0,38.0,24.0,20.0,8.0,5.0,17.0,-2.0,0.0,2024
22300637,2024-01-26,regular,1610612746,LAC,TOR,LAC,48.0,127.0,48.0,95.0,50.5,9.0,32.0,28.1,22.0,24.0,91.7,12.0,38.0,50.0,29.0,11.0,6.0,7.0,17.0,20.0,1.0,2024
22300637,2024-01-26,regular,1610612761,TOR,TOR,LAC,48.0,107.0,44.0,96.0,45.8,6.0,32.0,18.8,13.0,22.0,59.1,15.0,30.0,45.0,26.0,11.0,6.0,3.0,18.0,-20.0,0.0,2024
22300638,2024-01-26,regular,1610612763,MEM,MEM,ORL,48.0,107.0,42.0,90.0,46.7,15.0,41.0,36.6,8.0,13.0,61.5,9.0,34.0,43.0,30.0,14.0,9.0,7.0,21.0,1.0,1.0,2024
22300638,2024-01-26,regular,1610612753,ORL,MEM,ORL,48.0,106.0,38.0,81.0,46.9,9.0,34.0,26.5,21.0,29.0,72.4,9.0,31.0,40.0,21.0,11.0,8.0,4.0,14.0,-1.0,0.0,2024
22300639,2024-01-26,regular,1610612739,CLE,MIL,CLE,48.0,112.0,38.0,92.0,41.3,14.0,36.0,38.9,22.0,31.0,71.0,15.0,36.0,51.0,20.0,13.0,7.0,8.0,22.0,12.0,1.0,2024
22300639,2024-01-26,regular,1610612749,MIL,MIL,CLE,48.0,100.0,35.0,87.0,40.2,13.0,34.0,38.2,17.0,24.0,70.8,12.0,39.0,51.0,21.0,18.0,6.0,4.0,24.0,-12.0,0.0,2024
22300640,2024-01-26,regular,1610612740,NOP,NOP,OKC,48.0,83.0,32.0,82.0,39.0,9.0,36.0,25.0,10.0,14.0,71.4,8.0,33.0,41.0,24.0,20.0,9.0,5.0,16.0,-24.0,0.0,2024
22300640,2024-01-26,regular,1610612760,OKC,NOP,OKC,48.0,107.0,42.0,88.0,47.7,10.0,33.0,30.3,13.0,14.0,92.9,6.0,39.0,45.0,22.0,13.0,11.0,5.0,11.0,24.0,1.0,2024
22300641,2024-01-26,regular,1610612757,POR,SAS,POR,48.0,100.0,38.0,90.0,42.2,10.0,37.0,27.0,14.0,19.0,73.7,8.0,29.0,37.0,23.0,15.0,11.0,3.0,20.0,-16.0,0.0,2024
22300641,2024-01-26,regular,1610612759,SAS,SAS,POR,48.0,116.0,42.0,92.0,45.7,10.0,34.0,29.4,22.0,26.0,84.6,17.0,42.0,59.0,30.0,18.0,12.0,5.0,11.0,16.0,1.0,2024
22300642,2024-01-27,regular,1610612765,DET,DET,WAS,48.0,104.0,37.0,85.0,43.5,9.0,32.0,28.1,21.0,27.0,77.8,11.0,34.0,45.0,22.0,17.0,2.0,8.0,20.0,-14.0,0.0,2024
22300642,2024-01-27,regular,1610612764,WAS,DET,WAS,48.0,118.0,45.0,100.0,45.0,11.0,34.0,32.4,17.0,21.0,81.0,16.0,34.0,50.0,26.0,10.0,10.0,4.0,19.0,14.0,1.0,2024
22300643,2024-01-27,regular,1610612748,MIA,NYK,MIA,48.0,109.0,41.0,88.0,46.6,14.0,37.0,37.8,13.0,16.0,81.3,8.0,30.0,38.0,26.0,8.0,6.0,4.0,18.0,-16.0,0.0,2024
22300643,2024-01-27,regular,1610612752,NYK,NYK,MIA,48.0,125.0,45.0,87.0,51.7,17.0,33.0,51.5,18.0,26.0,69.2,11.0,35.0,46.0,25.0,7.0,6.0,3.0,15.0,16.0,1.0,2024
22300644,2024-01-27,regular,1610612743,DEN,DEN,PHI,48.0,111.0,37.0,82.0,45.1,13.0,37.0,35.1,24.0,38.0,63.2,13.0,31.0,44.0,25.0,8.0,5.0,3.0,15.0,6.0,1.0,2024
22300644,2024-01-27,regular,1610612755,PHI,DEN,PHI,48.0,105.0,43.0,81.0,53.1,6.0,22.0,27.3,13.0,16.0,81.3,6.0,33.0,39.0,25.0,11.0,5.0,6.0,29.0,-6.0,0.0,2024
22300645,2024-01-27,regular,1610612751,BKN,BKN,HOU,48.0,106.0,36.0,74.0,48.6,12.0,34.0,35.3,22.0,37.0,59.5,2.0,38.0,40.0,24.0,19.0,11.0,6.0,22.0,2.0,1.0,2024
22300645,2024-01-27,regular,1610612745,HOU,BKN,HOU,48.0,104.0,37.0,94.0,39.4,10.0,37.0,27.0,20.0,23.0,87.0,15.0,40.0,55.0,20.0,17.0,6.0,3.0,29.0,-2.0,0.0,2024
22300646,2024-01-27,regular,1610612738,BOS,BOS,LAC,48.0,96.0,36.0,100.0,36.0,10.0,40.0,25.0,14.0,16.0,87.5,18.0,34.0,52.0,21.0,11.0,2.0,9.0,13.0,-19.0,0.0,2024
22300646,2024-01-27,regular,1610612746,LAC,BOS,LAC,48.0,115.0,45.0,102.0,44.1,10.0,40.0,25.0,15.0,18.0,83.3,15.0,43.0,58.0,28.0,8.0,8.0,8.0,20.0,19.0,1.0,2024
22300647,2024-01-27,regular,1610612766,CHA,CHA,UTA,48.0,122.0,47.0,92.0,51.1,13.0,32.0,40.6,15.0,21.0,71.4,9.0,26.0,35.0,35.0,10.0,7.0,6.0,22.0,-12.0,0.0,2024
22300647,2024-01-27,regular,1610612762,UTA,CHA,UTA,48.0,134.0,52.0,93.0,55.9,17.0,41.0,41.5,13.0,17.0,76.5,15.0,34.0,49.0,38.0,14.0,6.0,6.0,18.0,12.0,1.0,2024
22300648,2024-01-27,regular,1610612749,MIL,MIL,NOP,48.0,141.0,51.0,91.0,56.0,20.0,45.0,44.4,19.0,25.0,76.0,6.0,39.0,45.0,30.0,9.0,12.0,0.0,25.0,24.0,1.0,2024
22300648,2024-01-27,regular,1610612740,NOP,MIL,NOP,48.0,117.0,40.0,85.0,47.1,9.0,23.0,39.1,28.0,36.0,77.8,9.0,34.0,43.0,20.0,15.0,5.0,3.0,17.0,-24.0,0.0,2024
22300649,2024-01-27,regular,1610612750,MIN,SAS,MIN,48.0,112.0,45.0,79.0,57.0,14.0,26.0,53.8,8.0,15.0,53.3,7.0,25.0,32.0,30.0,13.0,9.0,6.0,13.0,-1.0,0.0,2024
22300649,2024-01-27,regular,1610612759,SAS,SAS,MIN,48.0,113.0,46.0,84.0,54.8,13.0,30.0,43.3,8.0,15.0,53.3,14.0,25.0,39.0,35.0,15.0,7.0,7.0,14.0,1.0,1.0,2024
22300650,2024-01-27,regular,1610612744,GSW,GSW,LAL,58.0,144.0,55.0,119.0,46.2,23.0,58.0,39.7,11.0,16.0,68.8,11.0,39.0,50.0,37.0,17.0,11.0,3.0,34.0,-1.0,0.0,2024
22300650,2024-01-27,regular,1610612747,LAL,GSW,LAL,58.0,145.0,49.0,101.0,48.5,9.0,27.0,33.3,38.0,43.0,88.4,7.0,48.0,55.0,33.0,20.0,9.0,5.0,21.0,1.0,1.0,2024
22300651,2024-01-27,regular,1610612742,DAL,DAL,SAC,48.0,115.0,43.0,98.0,43.9,16.0,46.0,34.8,13.0,18.0,72.2,13.0,30.0,43.0,35.0,10.0,7.0,2.0,24.0,-5.0,0.0,2024
22300651,2024-01-27,regular,1610612758,SAC,DAL,SAC,48.0,120.0,43.0,80.0,53.8,11.0,30.0,36.7,23.0,30.0,76.7,6.0,33.0,39.0,27.0,14.0,4.0,10.0,20.0,5.0,1.0,2024
22300652,2024-01-28,regular,1610612754,IND,IND,MEM,48.0,116.0,44.0,90.0,48.9,13.0,35.0,37.1,15.0,16.0,93.8,11.0,33.0,44.0,31.0,10.0,8.0,6.0,26.0,6.0,1.0,2024
22300652,2024-01-28,regular,1610612763,MEM,IND,MEM,48.0,110.0,38.0,82.0,46.3,11.0,30.0,36.7,23.0,31.0,74.2,13.0,32.0,45.0,20.0,13.0,5.0,7.0,20.0,-6.0,0.0,2024
22300653,2024-01-28,regular,1610612737,ATL,ATL,TOR,48.0,126.0,44.0,95.0,46.3,6.0,27.0,22.2,32.0,40.0,80.0,20.0,31.0,51.0,27.0,14.0,7.0,4.0,21.0,1.0,1.0,2024
22300653,2024-01-28,regular,1610612761,TOR,ATL,TOR,48.0,125.0,41.0,89.0,46.1,15.0,31.0,48.4,28.0,32.0,87.5,15.0,31.0,46.0,29.0,14.0,12.0,3.0,30.0,-1.0,0.0,2024
22300654,2024-01-28,regular,1610612765,DET,DET,OKC,48.0,120.0,47.0,95.0,49.5,11.0,26.0,42.3,15.0,19.0,78.9,15.0,38.0,53.0,27.0,9.0,6.0,2.0,11.0,16.0,1.0,2024
22300654,2024-01-28,regular,1610612760,OKC,DET,OKC,48.0,104.0,44.0,92.0,47.8,8.0,28.0,28.6,8.0,12.0,66.7,11.0,32.0,43.0,17.0,10.0,7.0,5.0,18.0,-16.0,0.0,2024
22300655,2024-01-28,regular,1610612753,ORL,ORL,PHX,48.0,113.0,41.0,92.0,44.6,12.0,36.0,33.3,19.0,26.0,73.1,11.0,29.0,40.0,30.0,10.0,12.0,7.0,21.0,15.0,1.0,2024
22300655,2024-01-28,regular,1610612756,PHX,ORL,PHX,48.0,98.0,41.0,73.0,56.2,4.0,14.0,28.6,12.0,21.0,57.1,6.0,33.0,39.0,19.0,23.0,4.0,5.0,19.0,-15.0,0.0,2024
