gameid,date,type,teamid,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,win,season,home_game,normalized_pts,win_encoded
22300885,2024-03-05,regular,1610612766,CHA,CHA,ORL,48.0,89.0,33.0,72.0,0.4583333333333333,12.0,33.0,0.36363636363636365,11.0,11.0,1.0,3.0,28.0,31.0,19.0,19.0,7.0,1.0,19.0,-12.0,0.0,2024,1,-1.4504833826341736,0
22300885,2024-03-05,regular,1610612753,ORL,CHA,ORL,48.0,101.0,40.0,74.0,0.5405405405405406,13.0,35.0,0.37142857142857144,8.0,15.0,0.5333333333333333,8.0,33.0,41.0,23.0,18.0,9.0,1.0,16.0,12.0,1.0,2024,0,-0.8450412943598185,1
22300886,2024-03-05,regular,1610612738,BOS,CLE,BOS,48.0,104.0,39.0,93.0,0.41935483870967744,15.0,38.0,0.39473684210526316,11.0,12.0,0.9166666666666666,14.0,39.0,53.0,24.0,13.0,6.0,9.0,13.0,-1.0,0.0,2024,0,-1.3414285480682095,0
22300886,2024-03-05,regular,1610612739,CLE,CLE,BOS,48.0,105.0,39.0,90.0,0.43333333333333335,20.0,42.0,0.47619047619047616,7.0,11.0,0.6363636363636364,8.0,34.0,42.0,28.0,9.0,11.0,3.0,10.0,1.0,1.0,2024,1,-0.7001834590317272,1
22300887,2024-03-05,regular,1610612751,BKN,BKN,PHI,48.0,112.0,41.0,84.0,0.4880952380952381,12.0,30.0,0.4,18.0,24.0,0.75,10.0,34.0,44.0,25.0,14.0,4.0,7.0,16.0,5.0,1.0,2024,1,0.11863430913988994,1
22300887,2024-03-05,regular,1610612755,PHI,BKN,PHI,48.0,107.0,40.0,82.0,0.4878048780487805,12.0,28.0,0.42857142857142855,15.0,19.0,0.7894736842105263,8.0,30.0,38.0,25.0,12.0,6.0,2.0,24.0,-5.0,0.0,2024,0,-0.5413953626593475,0
22300888,2024-03-05,regular,1610612765,DET,MIA,DET,48.0,110.0,39.0,89.0,0.43820224719101125,12.0,42.0,0.2857142857142857,20.0,22.0,0.9090909090909091,10.0,32.0,42.0,26.0,11.0,5.0,3.0,16.0,-8.0,0.0,2024,0,0.011259090459460126,0
22300888,2024-03-05,regular,1610612748,MIA,MIA,DET,48.0,118.0,42.0,85.0,0.49411764705882355,14.0,31.0,0.45161290322580644,20.0,23.0,0.8695652173913043,8.0,34.0,42.0,27.0,9.0,7.0,5.0,14.0,8.0,1.0,2024,1,0.6959027494997848,1
22300889,2024-03-05,regular,1610612737,ATL,NYK,ATL,48.0,116.0,44.0,87.0,0.5057471264367817,10.0,31.0,0.3225806451612903,18.0,23.0,0.782608695652174,13.0,38.0,51.0,26.0,16.0,6.0,5.0,13.0,16.0,1.0,2024,0,-0.18271145943336817,1
22300889,2024-03-05,regular,1610612752,NYK,NYK,ATL,48.0,100.0,38.0,99.0,0.3838383838383838,16.0,52.0,0.3076923076923077,8.0,11.0,0.7272727272727273,17.0,23.0,40.0,27.0,12.0,8.0,6.0,18.0,-16.0,0.0,2024,1,-1.046869796919818,0
22300890,2024-03-05,regular,1610612740,NOP,TOR,NOP,48.0,139.0,53.0,105.0,0.5047619047619047,24.0,49.0,0.4897959183673469,9.0,11.0,0.8181818181818182,17.0,45.0,62.0,38.0,11.0,9.0,5.0,19.0,41.0,1.0,2024,0,1.8136096865149498,1
22300890,2024-03-05,regular,1610612761,TOR,TOR,NOP,48.0,98.0,36.0,93.0,0.3870967741935484,13.0,44.0,0.29545454545454547,13.0,22.0,0.5909090909090909,11.0,34.0,45.0,21.0,12.0,6.0,7.0,11.0,-41.0,0.0,2024,1,-1.1308910475158591,0
22300891,2024-03-05,regular,1610612745,HOU,HOU,SAS,48.0,114.0,49.0,105.0,0.4666666666666667,9.0,34.0,0.2647058823529412,7.0,11.0,0.6363636363636364,16.0,35.0,51.0,23.0,7.0,15.0,5.0,15.0,13.0,1.0,2024,1,-0.02615830183537361,1
22300891,2024-03-05,regular,1610612759,SAS,HOU,SAS,48.0,101.0,38.0,87.0,0.4367816091954023,12.0,36.0,0.3333333333333333,13.0,16.0,0.8125,12.0,38.0,50.0,24.0,19.0,1.0,10.0,12.0,-13.0,0.0,2024,0,-0.9135400711788582,0
22300892,2024-03-05,regular,1610612742,DAL,DAL,IND,48.0,120.0,45.0,93.0,0.4838709677419355,13.0,39.0,0.3333333333333333,17.0,21.0,0.8095238095238095,9.0,32.0,41.0,23.0,9.0,5.0,6.0,23.0,-17.0,0.0,2024,1,0.15038209920962334,0
22300892,2024-03-05,regular,1610612754,IND,DAL,IND,48.0,137.0,50.0,93.0,0.5376344086021505,18.0,39.0,0.46153846153846156,19.0,24.0,0.7916666666666666,9.0,34.0,43.0,34.0,9.0,3.0,2.0,21.0,17.0,1.0,2024,0,1.0077155681913215,1
22300893,2024-03-05,regular,1610612743,DEN,DEN,PHX,53.0,107.0,41.0,96.0,0.4270833333333333,15.0,40.0,0.375,10.0,14.0,0.7142857142857143,10.0,41.0,51.0,25.0,15.0,6.0,6.0,15.0,-10.0,0.0,2024,1,-0.6355143963387632,0
22300893,2024-03-05,regular,1610612756,PHX,DEN,PHX,53.0,117.0,42.0,96.0,0.4375,15.0,34.0,0.4411764705882353,18.0,22.0,0.8181818181818182,11.0,41.0,52.0,32.0,10.0,9.0,7.0,19.0,10.0,1.0,2024,0,0.07149526719035183,1
22300894,2024-03-06,regular,1610612753,ORL,WAS,ORL,48.0,119.0,44.0,81.0,0.5432098765432098,12.0,26.0,0.46153846153846156,19.0,21.0,0.9047619047619048,9.0,33.0,42.0,21.0,15.0,4.0,5.0,14.0,10.0,1.0,2024,0,0.7622795181080828,1
22300894,2024-03-06,regular,1610612764,WAS,WAS,ORL,48.0,109.0,40.0,88.0,0.45454545454545453,12.0,38.0,0.3157894736842105,17.0,20.0,0.85,9.0,26.0,35.0,26.0,9.0,7.0,4.0,20.0,-10.0,0.0,2024,1,-0.4504060204948484,0
22300895,2024-03-06,regular,1610612737,ATL,ATL,CLE,48.0,112.0,43.0,84.0,0.5119047619047619,11.0,30.0,0.36666666666666664,15.0,20.0,0.75,8.0,34.0,42.0,27.0,11.0,7.0,3.0,17.0,11.0,1.0,2024,1,-0.5003041533175481,1
22300895,2024-03-06,regular,1610612739,CLE,ATL,CLE,48.0,101.0,39.0,89.0,0.43820224719101125,10.0,44.0,0.22727272727272727,13.0,17.0,0.7647058823529411,10.0,32.0,42.0,27.0,15.0,5.0,4.0,16.0,-11.0,0.0,2024,0,-1.067052747470076,0
22300896,2024-03-06,regular,1610612763,MEM,PHI,MEM,48.0,115.0,41.0,91.0,0.45054945054945056,13.0,37.0,0.35135135135135137,20.0,23.0,0.8695652173913043,15.0,39.0,54.0,21.0,15.0,3.0,15.0,14.0,6.0,1.0,2024,0,0.9306538860980463,1
22300896,2024-03-06,regular,1610612755,PHI,PHI,MEM,48.0,109.0,39.0,102.0,0.38235294117647056,13.0,35.0,0.37142857142857144,18.0,21.0,0.8571428571428571,17.0,30.0,47.0,25.0,11.0,11.0,9.0,21.0,-6.0,0.0,2024,1,-0.3966745410789101,0
22300897,2024-03-06,regular,1610612745,HOU,HOU,LAC,48.0,116.0,45.0,94.0,0.4787234042553192,16.0,37.0,0.43243243243243246,10.0,17.0,0.5882352941176471,13.0,25.0,38.0,33.0,8.0,6.0,2.0,21.0,-6.0,0.0,2024,1,0.13272916116467398,0
22300897,2024-03-06,regular,1610612746,LAC,HOU,LAC,48.0,122.0,44.0,80.0,0.55,12.0,29.0,0.41379310344827586,22.0,26.0,0.8461538461538461,8.0,33.0,41.0,19.0,9.0,5.0,8.0,17.0,6.0,1.0,2024,0,0.4925972311970519,1
22300898,2024-03-06,regular,1610612741,CHI,UTA,CHI,48.0,119.0,45.0,90.0,0.5,17.0,39.0,0.4358974358974359,12.0,15.0,0.8,7.0,32.0,39.0,29.0,9.0,7.0,4.0,13.0,2.0,1.0,2024,0,0.5930242575046332,1
22300898,2024-03-06,regular,1610612762,UTA,UTA,CHI,48.0,117.0,44.0,96.0,0.4583333333333333,15.0,47.0,0.3191489361702128,14.0,16.0,0.875,14.0,31.0,45.0,28.0,10.0,4.0,7.0,14.0,-2.0,0.0,2024,1,0.10498631998798179,0
22300899,2024-03-06,regular,1610612744,GSW,GSW,MIL,48.0,125.0,51.0,91.0,0.5604395604395604,19.0,39.0,0.48717948717948717,4.0,7.0,0.5714285714285714,8.0,42.0,50.0,37.0,16.0,10.0,13.0,13.0,35.0,1.0,2024,1,0.629694488520704,1
22300899,2024-03-06,regular,1610612749,MIL,GSW,MIL,48.0,90.0,34.0,89.0,0.38202247191011235,11.0,39.0,0.28205128205128205,11.0,15.0,0.7333333333333333,6.0,30.0,36.0,19.0,15.0,8.0,5.0,10.0,-35.0,0.0,2024,0,-2.1671628332891464,0
22300900,2024-03-06,regular,1610612760,OKC,POR,OKC,48.0,128.0,43.0,74.0,0.581081081081081,9.0,22.0,0.4090909090909091,33.0,39.0,0.8461538461538461,7.0,32.0,39.0,23.0,18.0,10.0,5.0,18.0,8.0,1.0,2024,0,0.6644586217652733,1
22300900,2024-03-06,regular,1610612757,POR,POR,OKC,48.0,120.0,41.0,81.0,0.5061728395061729,14.0,34.0,0.4117647058823529,24.0,27.0,0.8888888888888888,7.0,25.0,32.0,27.0,17.0,10.0,2.0,28.0,-8.0,0.0,2024,1,1.054651209146878,0
22300901,2024-03-06,regular,1610612747,LAL,LAL,SAC,48.0,120.0,42.0,81.0,0.5185185185185185,15.0,32.0,0.46875,21.0,25.0,0.84,3.0,31.0,34.0,25.0,14.0,4.0,5.0,14.0,-10.0,0.0,2024,1,0.16618551444817617,0
22300901,2024-03-06,regular,1610612758,SAC,LAL,SAC,48.0,130.0,54.0,97.0,0.5567010309278351,12.0,31.0,0.3870967741935484,10.0,12.0,0.8333333333333334,9.0,37.0,46.0,32.0,14.0,8.0,2.0,23.0,10.0,1.0,2024,0,1.0571551637392254,1
22300902,2024-03-07,regular,1610612751,BKN,DET,BKN,48.0,112.0,41.0,84.0,0.4880952380952381,17.0,41.0,0.4146341463414634,13.0,18.0,0.7222222222222222,4.0,24.0,28.0,24.0,14.0,12.0,4.0,17.0,-6.0,0.0,2024,0,0.11863430913988994,0
22300902,2024-03-07,regular,1610612765,DET,DET,BKN,48.0,118.0,43.0,82.0,0.524390243902439,12.0,30.0,0.4,20.0,21.0,0.9523809523809523,13.0,37.0,50.0,24.0,23.0,7.0,4.0,18.0,6.0,1.0,2024,1,0.7498554246000276,1
22300903,2024-03-07,regular,1610612754,IND,IND,MIN,48.0,111.0,42.0,82.0,0.5121951219512195,10.0,26.0,0.38461538461538464,17.0,23.0,0.7391304347826086,7.0,32.0,39.0,26.0,15.0,5.0,10.0,24.0,-2.0,0.0,2024,1,-0.9037164526128582,0
22300903,2024-03-07,regular,1610612750,MIN,IND,MIN,48.0,113.0,46.0,98.0,0.46938775510204084,7.0,25.0,0.28,14.0,19.0,0.7368421052631579,13.0,35.0,48.0,23.0,11.0,9.0,6.0,20.0,2.0,1.0,2024,0,0.00265302750545512,1
22300904,2024-03-07,regular,1610612742,DAL,DAL,MIA,48.0,114.0,40.0,87.0,0.45977011494252873,16.0,41.0,0.3902439024390244,18.0,23.0,0.782608695652174,10.0,35.0,45.0,27.0,10.0,5.0,6.0,16.0,6.0,1.0,2024,1,-0.27000422358091564,1
22300904,2024-03-07,regular,1610612748,MIA,DAL,MIA,48.0,108.0,40.0,82.0,0.4878048780487805,17.0,38.0,0.4473684210526316,11.0,17.0,0.6470588235294118,2.0,35.0,37.0,30.0,12.0,7.0,2.0,20.0,-6.0,0.0,2024,0,-0.18445615046982322,0
22300905,2024-03-07,regular,1610612756,PHX,PHX,TOR,48.0,120.0,44.0,86.0,0.5116279069767442,15.0,35.0,0.42857142857142855,17.0,20.0,0.85,10.0,39.0,49.0,29.0,16.0,6.0,6.0,16.0,7.0,1.0,2024,1,0.355170037010137,1
22300905,2024-03-07,regular,1610612761,TOR,PHX,TOR,48.0,113.0,43.0,94.0,0.4574468085106383,16.0,44.0,0.36363636363636365,11.0,15.0,0.7333333333333333,9.0,27.0,36.0,30.0,9.0,5.0,2.0,20.0,-7.0,0.0,2024,0,0.05092372601388278,0
22300906,2024-03-07,regular,1610612738,BOS,DEN,BOS,48.0,109.0,41.0,91.0,0.45054945054945056,11.0,38.0,0.2894736842105263,16.0,25.0,0.64,13.0,34.0,47.0,24.0,12.0,6.0,3.0,18.0,-6.0,0.0,2024,0,-0.9367297219401993,0
22300906,2024-03-07,regular,1610612743,DEN,DEN,BOS,48.0,115.0,45.0,90.0,0.5,4.0,21.0,0.19047619047619047,21.0,22.0,0.9545454545454546,8.0,37.0,45.0,27.0,8.0,10.0,4.0,19.0,6.0,1.0,2024,1,0.011841883161591432,1
22300907,2024-03-07,regular,1610612741,CHI,GSW,CHI,48.0,125.0,46.0,87.0,0.5287356321839081,16.0,36.0,0.4444444444444444,17.0,23.0,0.7391304347826086,7.0,33.0,40.0,29.0,14.0,6.0,5.0,22.0,3.0,1.0,2024,0,1.119228880360857,1
22300907,2024-03-07,regular,1610612744,GSW,GSW,CHI,48.0,122.0,44.0,97.0,0.4536082474226804,11.0,42.0,0.2619047619047619,23.0,28.0,0.8214285714285714,13.0,35.0,48.0,31.0,11.0,8.0,2.0,22.0,-3.0,0.0,2024,1,0.3784221685821536,0
22300908,2024-03-07,regular,1610612758,SAC,SAC,SAS,48.0,131.0,52.0,102.0,0.5098039215686274,10.0,32.0,0.3125,17.0,18.0,0.9444444444444444,14.0,32.0,46.0,31.0,13.0,8.0,3.0,15.0,2.0,1.0,2024,1,1.1346429767881738,1
22300908,2024-03-07,regular,1610612759,SAS,SAC,SAS,48.0,129.0,46.0,91.0,0.5054945054945055,16.0,33.0,0.48484848484848486,21.0,21.0,1.0,9.0,28.0,37.0,39.0,12.0,8.0,4.0,20.0,-2.0,0.0,2024,0,1.3913918007185693,0
22300909,2024-03-08,regular,1610612740,NOP,PHI,NOP,48.0,103.0,35.0,79.0,0.4430379746835443,11.0,31.0,0.3548387096774194,22.0,23.0,0.9565217391304348,9.0,39.0,48.0,22.0,14.0,7.0,10.0,18.0,8.0,1.0,2024,0,-0.889374883234291,1
22300909,2024-03-08,regular,1610612755,PHI,PHI,NOP,48.0,95.0,35.0,88.0,0.3977272727272727,9.0,37.0,0.24324324324324326,16.0,20.0,0.8,13.0,29.0,42.0,21.0,12.0,8.0,7.0,19.0,-8.0,0.0,2024,1,-1.4097202921419718,0
22300910,2024-03-08,regular,1610612766,CHA,WAS,CHA,48.0,100.0,40.0,100.0,0.4,9.0,42.0,0.21428571428571427,11.0,15.0,0.7333333333333333,13.0,35.0,48.0,18.0,7.0,6.0,5.0,19.0,-12.0,0.0,2024,0,-0.5431768561875543,0
22300910,2024-03-08,regular,1610612764,WAS,WAS,CHA,48.0,112.0,43.0,87.0,0.4942528735632184,6.0,33.0,0.18181818181818182,20.0,23.0,0.8695652173913043,10.0,44.0,54.0,25.0,11.0,5.0,11.0,20.0,12.0,1.0,2024,1,-0.16557342141584436,1
22300911,2024-03-08,regular,1610612739,CLE,CLE,MIN,53.0,113.0,38.0,88.0,0.4318181818181818,11.0,34.0,0.3235294117647059,26.0,36.0,0.7222222222222222,10.0,36.0,46.0,27.0,13.0,7.0,8.0,20.0,9.0,1.0,2024,1,0.03355511784497038,1
22300911,2024-03-08,regular,1610612750,MIN,CLE,MIN,53.0,104.0,39.0,94.0,0.4148936170212766,8.0,30.0,0.26666666666666666,18.0,22.0,0.8181818181818182,7.0,38.0,45.0,25.0,14.0,5.0,5.0,25.0,-9.0,0.0,2024,0,-0.9763141220072338,0
22300912,2024-03-08,regular,1610612752,NYK,NYK,ORL,48.0,98.0,38.0,79.0,0.4810126582278481,16.0,33.0,0.48484848484848486,6.0,8.0,0.75,11.0,32.0,43.0,20.0,16.0,7.0,10.0,14.0,24.0,1.0,2024,1,-1.2105367623105237,1
22300912,2024-03-08,regular,1610612753,ORL,NYK,ORL,48.0,74.0,27.0,79.0,0.34177215189873417,6.0,26.0,0.23076923076923078,14.0,20.0,0.7,12.0,25.0,37.0,12.0,14.0,7.0,10.0,12.0,-24.0,0.0,2024,0,-3.2560225130616702,0
22300913,2024-03-08,regular,1610612737,ATL,MEM,ATL,48.0,99.0,37.0,87.0,0.42528735632183906,15.0,35.0,0.42857142857142855,10.0,15.0,0.6666666666666666,15.0,32.0,47.0,21.0,16.0,9.0,5.0,20.0,7.0,1.0,2024,0,-1.5324804084411328,1
22300913,2024-03-08,regular,1610612763,MEM,MEM,ATL,48.0,92.0,30.0,74.0,0.40540540540540543,10.0,26.0,0.38461538461538464,22.0,30.0,0.7333333333333333,10.0,28.0,38.0,21.0,13.0,10.0,11.0,19.0,-7.0,0.0,2024,1,-1.4003065776216277,0
22300914,2024-03-08,regular,1610612748,MIA,OKC,MIA,48.0,100.0,38.0,82.0,0.4634146341463415,11.0,29.0,0.3793103448275862,13.0,18.0,0.7222222222222222,7.0,36.0,43.0,24.0,11.0,6.0,5.0,16.0,-7.0,0.0,2024,0,-0.8887432704455096,0
22300914,2024-03-08,regular,1610612760,OKC,OKC,MIA,48.0,107.0,42.0,89.0,0.47191011235955055,12.0,38.0,0.3157894736842105,11.0,13.0,0.8461538461538461,9.0,36.0,45.0,28.0,9.0,5.0,8.0,16.0,7.0,1.0,2024,1,-1.0985579370633856,1
22300915,2024-03-08,regular,1610612747,LAL,LAL,MIL,48.0,123.0,47.0,90.0,0.5222222222222223,16.0,34.0,0.47058823529411764,13.0,19.0,0.6842105263157895,4.0,34.0,38.0,27.0,5.0,2.0,7.0,16.0,1.0,1.0,2024,1,0.40817494776745034,1
22300915,2024-03-08,regular,1610612749,MIL,LAL,MIL,48.0,122.0,46.0,93.0,0.4946236559139785,16.0,41.0,0.3902439024390244,14.0,17.0,0.8235294117647058,6.0,37.0,43.0,28.0,8.0,3.0,2.0,17.0,-1.0,0.0,2024,0,0.22620218125240302,0
22300916,2024-03-08,regular,1610612745,HOU,POR,HOU,48.0,123.0,45.0,94.0,0.4787234042553192,14.0,37.0,0.3783783783783784,19.0,26.0,0.7307692307692307,14.0,33.0,47.0,33.0,7.0,12.0,10.0,15.0,16.0,1.0,2024,0,0.6888352816648405,1
22300916,2024-03-08,regular,1610612757,POR,POR,HOU,48.0,107.0,37.0,89.0,0.4157303370786517,16.0,35.0,0.45714285714285713,17.0,25.0,0.68,19.0,30.0,49.0,22.0,17.0,5.0,5.0,16.0,-16.0,0.0,2024,1,0.04905354461148313,0
22300917,2024-03-09,regular,1610612741,CHI,LAC,CHI,48.0,102.0,37.0,86.0,0.43023255813953487,13.0,35.0,0.37142857142857144,15.0,19.0,0.7894736842105263,12.0,26.0,38.0,27.0,12.0,7.0,3.0,19.0,-10.0,0.0,2024,0,-0.8978888405880014,0
22300917,2024-03-09,regular,1610612746,LAC,LAC,CHI,48.0,112.0,42.0,84.0,0.5,12.0,35.0,0.34285714285714286,16.0,18.0,0.8888888888888888,9.0,36.0,45.0,29.0,16.0,7.0,6.0,20.0,10.0,1.0,2024,1,-0.27973494773522867,1
22300918,2024-03-09,regular,1610612751,BKN,CHA,BKN,48.0,99.0,36.0,90.0,0.4,14.0,42.0,0.3333333333333333,13.0,17.0,0.7647058823529411,16.0,25.0,41.0,22.0,16.0,4.0,2.0,14.0,-11.0,0.0,2024,0,-0.8251281799878878,0
22300918,2024-03-09,regular,1610612766,CHA,CHA,BKN,48.0,110.0,44.0,81.0,0.5432098765432098,11.0,30.0,0.36666666666666664,11.0,15.0,0.7333333333333333,9.0,36.0,45.0,26.0,17.0,9.0,3.0,18.0,11.0,1.0,2024,1,0.28164725876391783,1
22300919,2024-03-09,regular,1610612742,DAL,DET,DAL,48.0,142.0,51.0,92.0,0.5543478260869565,14.0,38.0,0.3684210526315789,26.0,32.0,0.8125,4.0,32.0,36.0,29.0,14.0,13.0,8.0,18.0,18.0,1.0,2024,0,1.691798616108266,1
22300919,2024-03-09,regular,1610612765,DET,DET,DAL,48.0,124.0,45.0,99.0,0.45454545454545453,13.0,37.0,0.35135135135135137,21.0,25.0,0.84,20.0,36.0,56.0,27.0,20.0,8.0,4.0,26.0,-18.0,0.0,2024,1,1.3038026752054532,0
22300920,2024-03-09,regular,1610612738,BOS,PHX,BOS,48.0,117.0,46.0,94.0,0.48936170212765956,15.0,39.0,0.38461538461538464,10.0,13.0,0.7692307692307693,13.0,30.0,43.0,29.0,12.0,7.0,4.0,12.0,10.0,1.0,2024,0,-0.2892116001353832,1
22300920,2024-03-09,regular,1610612756,PHX,PHX,BOS,48.0,107.0,44.0,87.0,0.5057471264367817,9.0,31.0,0.2903225806451613,10.0,16.0,0.625,10.0,31.0,41.0,21.0,15.0,6.0,1.0,14.0,-10.0,0.0,2024,1,-0.8740872988755988,0
22300921,2024-03-09,regular,1610612744,GSW,GSW,SAS,48.0,113.0,41.0,88.0,0.4659090909090909,10.0,30.0,0.3333333333333333,21.0,29.0,0.7241379310344828,9.0,30.0,39.0,26.0,12.0,9.0,7.0,24.0,-13.0,0.0,2024,1,-0.3753947912334974,0
22300921,2024-03-09,regular,1610612759,SAS,GSW,SAS,48.0,126.0,44.0,86.0,0.5116279069767442,17.0,33.0,0.5151515151515151,21.0,28.0,0.75,12.0,37.0,49.0,34.0,14.0,6.0,6.0,22.0,13.0,1.0,2024,0,1.144434814443845,1
22300922,2024-03-09,regular,1610612743,DEN,DEN,UTA,48.0,142.0,55.0,83.0,0.6626506024096386,19.0,32.0,0.59375,13.0,16.0,0.8125,5.0,27.0,32.0,40.0,14.0,8.0,10.0,22.0,21.0,1.0,2024,1,2.196669326475288,1
22300922,2024-03-09,regular,1610612762,UTA,DEN,UTA,48.0,121.0,47.0,94.0,0.5,8.0,26.0,0.3076923076923077,19.0,25.0,0.76,14.0,22.0,36.0,22.0,15.0,7.0,2.0,15.0,-21.0,0.0,2024,0,0.41803643777032695,0
22300923,2024-03-09,regular,1610612757,POR,POR,TOR,53.0,128.0,49.0,103.0,0.47572815533980584,16.0,40.0,0.4,14.0,15.0,0.9333333333333333,18.0,34.0,52.0,31.0,15.0,10.0,3.0,18.0,10.0,1.0,2024,1,1.6734805411686595,1
22300923,2024-03-09,regular,1610612761,TOR,POR,TOR,53.0,118.0,43.0,91.0,0.4725274725274725,16.0,43.0,0.37209302325581395,16.0,19.0,0.8421052631578947,9.0,34.0,43.0,29.0,20.0,9.0,6.0,18.0,-10.0,0.0,2024,0,0.4448619838571301,0
22300924,2024-03-10,regular,1610612746,LAC,LAC,MIL,48.0,117.0,47.0,104.0,0.4519230769230769,14.0,47.0,0.2978723404255319,9.0,10.0,0.9,17.0,35.0,52.0,30.0,10.0,3.0,9.0,23.0,-7.0,0.0,2024,1,0.10643114173091162,0
22300924,2024-03-10,regular,1610612749,MIL,LAC,MIL,48.0,124.0,43.0,87.0,0.4942528735632184,17.0,38.0,0.4473684210526316,21.0,27.0,0.7777777777777778,7.0,34.0,41.0,28.0,7.0,5.0,6.0,15.0,7.0,1.0,2024,0,0.37578749466124983,1
22300925,2024-03-10,regular,1610612737,ATL,ATL,NOP,48.0,103.0,38.0,91.0,0.4175824175824176,17.0,46.0,0.3695652173913043,10.0,13.0,0.7692307692307693,12.0,29.0,41.0,28.0,11.0,6.0,4.0,15.0,-13.0,0.0,2024,1,-1.214887714556953,0
22300925,2024-03-10,regular,1610612740,NOP,ATL,NOP,48.0,116.0,43.0,75.0,0.5733333333333334,14.0,27.0,0.5185185185185185,16.0,22.0,0.7272727272727273,4.0,39.0,43.0,32.0,12.0,8.0,7.0,10.0,13.0,1.0,2024,0,0.0867028780640459,1
22300926,2024-03-10,regular,1610612748,MIA,MIA,WAS,48.0,108.0,43.0,95.0,0.45263157894736844,10.0,33.0,0.30303030303030304,12.0,18.0,0.6666666666666666,16.0,35.0,51.0,20.0,13.0,9.0,6.0,18.0,-2.0,0.0,2024,1,-0.18445615046982322,0
22300926,2024-03-10,regular,1610612764,WAS,MIA,WAS,48.0,110.0,39.0,81.0,0.48148148148148145,16.0,39.0,0.41025641025641024,16.0,22.0,0.7272727272727273,6.0,34.0,40.0,35.0,15.0,5.0,5.0,18.0,2.0,1.0,2024,0,-0.3554618208018471,1
22300927,2024-03-10,regular,1610612752,NYK,NYK,PHI,48.0,73.0,26.0,80.0,0.325,9.0,40.0,0.225,12.0,16.0,0.75,16.0,34.0,50.0,19.0,21.0,9.0,5.0,14.0,-6.0,0.0,2024,1,-3.256373829694343,0
22300927,2024-03-10,regular,1610612755,PHI,NYK,PHI,48.0,79.0,31.0,80.0,0.3875,9.0,30.0,0.3,8.0,14.0,0.5714285714285714,14.0,33.0,47.0,20.0,15.0,9.0,5.0,18.0,6.0,1.0,2024,0,-2.567486864785471,1
22300928,2024-03-10,regular,1610612754,IND,ORL,IND,48.0,111.0,38.0,78.0,0.48717948717948717,8.0,23.0,0.34782608695652173,27.0,33.0,0.8181818181818182,5.0,41.0,46.0,20.0,13.0,5.0,10.0,21.0,14.0,1.0,2024,0,-0.9037164526128582,1
22300928,2024-03-10,regular,1610612753,ORL,ORL,IND,48.0,97.0,33.0,88.0,0.375,9.0,36.0,0.25,22.0,29.0,0.7586206896551724,13.0,33.0,46.0,18.0,13.0,7.0,3.0,27.0,-14.0,0.0,2024,1,-1.2022236971304632,0
22300929,2024-03-10,regular,1610612745,HOU,SAC,HOU,48.0,112.0,39.0,84.0,0.4642857142857143,12.0,29.0,0.41379310344827586,22.0,27.0,0.8148148148148148,6.0,36.0,42.0,23.0,12.0,8.0,1.0,18.0,8.0,1.0,2024,0,-0.1850457648354212,1
22300929,2024-03-10,regular,1610612758,SAC,SAC,HOU,48.0,104.0,39.0,86.0,0.45348837209302323,6.0,32.0,0.1875,20.0,23.0,0.8695652173913043,7.0,37.0,44.0,24.0,13.0,10.0,5.0,20.0,-8.0,0.0,2024,1,-0.957527975533435,0
22300930,2024-03-10,regular,1610612751,BKN,CLE,BKN,48.0,120.0,42.0,79.0,0.5316455696202531,18.0,35.0,0.5142857142857142,18.0,20.0,0.9,8.0,32.0,40.0,33.0,15.0,7.0,3.0,17.0,19.0,1.0,2024,0,0.6994112255262147,1
22300930,2024-03-10,regular,1610612739,CLE,CLE,BKN,48.0,101.0,37.0,76.0,0.4868421052631579,14.0,32.0,0.4375,13.0,20.0,0.65,5.0,26.0,31.0,25.0,12.0,8.0,4.0,17.0,-19.0,0.0,2024,1,-1.067052747470076,0
22300931,2024-03-10,regular,1610612763,MEM,OKC,MEM,48.0,93.0,32.0,78.0,0.41025641025641024,11.0,33.0,0.3333333333333333,18.0,27.0,0.6666666666666666,8.0,31.0,39.0,21.0,16.0,8.0,4.0,14.0,-31.0,0.0,2024,0,-1.298960470503381,0
22300931,2024-03-10,regular,1610612760,OKC,OKC,MEM,48.0,124.0,49.0,93.0,0.5268817204301075,21.0,47.0,0.44680851063829785,5.0,5.0,1.0,8.0,38.0,46.0,36.0,10.0,8.0,6.0,18.0,31.0,1.0,2024,1,0.3286459438931478,1
22300932,2024-03-10,regular,1610612747,LAL,LAL,MIN,48.0,120.0,44.0,83.0,0.5301204819277109,10.0,24.0,0.4166666666666667,22.0,29.0,0.7586206896551724,14.0,42.0,56.0,29.0,21.0,9.0,4.0,12.0,11.0,1.0,2024,1,0.16618551444817617,1
22300932,2024-03-10,regular,1610612750,MIN,LAL,MIN,48.0,109.0,41.0,97.0,0.422680412371134,16.0,46.0,0.34782608695652173,11.0,13.0,0.8461538461538461,11.0,27.0,38.0,27.0,12.0,8.0,6.0,18.0,-11.0,0.0,2024,0,-0.43244348338907324,0
